Nazwa_Obrazu,ID_Komorki,Pole_Powierzchni_px,Srodek_X,Srodek_Y,Kolowatosc_0_1,Srednica_Ekwiwalentna_px
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,38,627,448.33,254.04,0.9441,28.25
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,39,823,117.82,295.44,0.8974,32.37
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,40,611,407.39,462.79,0.765,27.89
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,41,817,328.42,469.3,0.8367,32.25
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,42,440,58.09,508.44,0.8333,23.67
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,43,649,406.28,31.7,0.8879,28.75
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,44,873,518.34,285.89,0.8501,33.34
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,45,713,168.74,192.24,0.8722,30.13
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,46,696,537.49,410.38,0.7772,29.77
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,47,619,32.28,293.13,0.9513,28.07
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,48,668,156.26,13.13,0.8751,29.16
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,49,1013,74.57,329.44,0.6839,35.91
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,50,572,410.63,72.41,0.8459,26.99
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,51,649,231.34,223.6,0.8709,28.75
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,52,834,633.85,283.13,0.8557,32.59
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,53,775,233.16,91.02,0.9178,31.41
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,54,625,259.06,346.87,0.9431,28.21
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,55,964,219.82,409.02,0.9252,35.03
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,56,752,554.14,213.37,0.8147,30.94
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,57,1240,311.48,54.31,0.7456,39.73
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,58,795,207.3,274.98,0.8107,31.82
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,59,689,597.29,258.77,0.8388,29.62
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,60,707,162.67,84.03,0.9018,30.0
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,61,820,468.96,295.59,0.8013,32.31
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,62,722,569.87,410.92,0.8849,30.32
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,63,591,101.58,173.84,0.874,27.43
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,64,639,154.32,503.65,0.8593,28.52
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,65,718,344.48,155.23,0.8843,30.24
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,66,622,492.08,404.6,0.9436,28.14
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,67,491,480.99,445.73,0.9378,25.0
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,68,1147,177.19,355.32,0.715,38.22
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,69,545,260.35,309.27,0.8402,26.34
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,70,704,210.76,20.05,0.8243,29.94
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,71,727,401.75,318.03,0.8512,30.42
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,72,704,585.37,215.88,0.8712,29.94
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,73,837,195.84,138.57,0.8286,32.65
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,74,594,506.36,471.79,0.9298,27.5
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,75,254,7.0,100.07,0.9073,17.98
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,76,1020,22.3,222.57,0.6221,36.04
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,77,597,136.47,368.81,0.9274,27.57
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,78,1017,375.86,404.76,0.8114,35.98
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,79,610,622.28,196.92,0.9304,27.87
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,80,606,254.36,17.6,0.8961,27.78
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,81,610,487.25,53.3,0.7391,27.87
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,82,461,620.18,507.14,0.8783,24.23
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,83,722,411.93,121.36,0.9478,30.32
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,84,251,688.69,249.83,0.8324,17.88
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,85,1346,345.31,234.27,0.5288,41.4
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,86,651,53.55,146.87,0.8798,28.79
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,87,1541,295.9,266.08,0.552,44.3
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,88,405,459.33,507.06,0.537,22.71
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,89,590,348.68,270.4,0.78,27.41
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,90,572,360.56,498.13,0.7946,26.99
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,91,577,49.0,318.82,0.9685,27.1
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,92,628,496.84,25.56,0.5429,28.28
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,93,1074,238.37,172.09,0.5806,36.98
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,94,285,312.87,7.16,0.8771,19.05
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,95,201,690.29,54.0,0.854,16.0
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,96,1346,107.51,103.19,0.5868,41.4
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,97,184,564.78,512.96,0.8699,15.31
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,98,725,149.82,286.38,0.8065,30.38
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,99,681,15.6,507.86,0.4862,29.45
IXMtest_N23_s2_w16380EDDA-E5B8-4168-8BE7-F83AD9810680.tif,100,545,176.58,308.37,0.7548,26.34
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,1,709,681.66,138.4,0.8208,30.05
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,2,721,400.7,195.54,0.8347,30.3
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,3,689,530.64,349.95,0.78,29.62
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,4,851,222.27,396.33,0.6377,32.92
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,5,333,628.95,514.33,0.4903,20.59
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,6,1169,26.6,480.46,0.7419,38.58
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,7,1100,370.19,61.01,0.8676,37.42
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,8,694,654.78,394.13,0.8489,29.73
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,9,963,612.03,103.41,0.8372,35.02
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,10,682,143.51,506.77,0.8169,29.47
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,11,602,596.68,400.83,0.879,27.69
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,12,591,291.01,21.56,0.7379,27.43
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,13,1171,65.87,31.59,0.7411,38.61
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,14,1483,532.96,256.59,0.8618,43.45
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,15,844,541.15,505.02,0.8319,32.78
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,16,1213,24.51,350.22,0.8302,39.3
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,17,661,519.19,391.95,0.8415,29.01
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,18,1141,449.61,137.32,0.9034,38.12
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,19,889,199.7,383.99,0.7598,33.64
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,20,1293,167.46,462.46,0.8547,40.57
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,21,815,30.19,243.12,0.9042,32.21
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,22,641,292.64,217.17,0.8373,28.57
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,23,622,377.73,18.36,0.8125,28.14
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,24,889,620.26,350.91,0.8657,33.64
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,25,1026,624.88,190.82,0.8295,36.14
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,26,654,672.92,83.53,0.8585,28.86
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,27,1016,596.2,301.94,0.8649,35.97
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,28,741,358.82,157.08,0.9082,30.72
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,29,727,24.54,91.61,0.8911,30.42
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,30,1295,104.28,396.93,0.7636,40.61
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,31,821,330.45,120.69,0.8643,32.33
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,32,625,320.14,169.3,0.9126,28.21
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,33,553,168.35,12.04,0.926,26.53
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,34,458,687.57,212.89,0.7425,24.15
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,35,657,666.27,44.26,0.8463,28.92
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,36,381,129.22,7.54,0.8518,22.03
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,37,727,247.22,132.22,0.8911,30.42
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,38,1334,524.59,96.42,0.7914,41.21
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,39,807,200.47,114.28,0.828,32.05
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,40,232,87.45,3.65,0.6434,17.19
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,41,580,208.23,52.88,0.8407,27.17
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,42,700,269.36,88.36,0.8458,29.85
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,43,164,3.55,52.97,0.7827,14.45
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,44,113,691.49,368.6,0.892,11.99
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,45,956,438.82,481.05,0.8379,34.89
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,46,698,475.83,501.4,0.7881,29.81
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,47,1273,139.48,82.66,0.5636,40.26
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,48,613,291.12,71.18,0.9065,27.94
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,49,257,16.8,3.33,0.5355,18.09
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,50,559,650.53,317.14,0.933,26.68
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,51,504,678.29,311.61,0.8989,25.33
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,52,598,117.4,84.5,0.9433,27.59
IXMtest_N24_s7_w1AC0733FE-E0FD-45B2-930B-FEEAB052DB36.tif,53,61,232.18,1.89,0.8381,8.81
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,1,3160,120.59,338.86,0.4838,63.43
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,2,635,197.45,72.2,0.7104,28.43
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,3,759,487.13,123.98,0.7354,31.09
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,4,701,609.5,110.35,0.6587,29.88
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,5,340,4.28,374.87,0.5804,20.81
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,6,938,500.39,351.77,0.8873,34.56
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,7,539,254.5,172.76,0.7929,26.2
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,8,727,393.63,250.43,0.8008,30.42
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,9,917,425.88,80.61,0.8764,34.17
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,10,670,467.25,284.91,0.8795,29.21
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,11,738,340.05,172.88,0.8561,30.65
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,12,341,4.96,111.97,0.6404,20.84
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,13,943,241.35,59.41,0.9295,34.65
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,14,486,686.75,78.48,0.7263,24.88
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,15,412,37.81,507.08,0.8841,22.9
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,16,733,496.82,447.75,0.878,30.55
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,17,849,304.17,70.04,0.7857,32.88
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,18,862,395.22,461.13,0.8183,33.13
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,19,687,588.38,272.9,0.6987,29.58
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,20,949,542.63,476.47,0.7863,34.76
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,21,743,557.05,143.87,0.7927,30.76
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,22,628,497.12,14.5,0.8343,28.28
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,23,695,393.62,147.48,0.7606,29.75
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,24,942,583.69,345.98,0.9229,34.63
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,25,695,272.91,432.46,0.8364,29.75
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,26,1204,525.2,208.5,0.4227,39.15
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,27,1047,309.24,119.09,0.9,36.51
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,28,551,684.87,496.09,0.7147,26.49
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,29,809,407.08,347.81,0.8517,32.09
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,30,812,34.98,93.5,0.9067,32.15
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,31,505,366.37,27.01,0.827,25.36
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,32,717,625.97,309.57,0.8028,30.21
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,33,677,683.95,222.08,0.8002,29.36
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,34,983,92.47,90.55,0.8288,35.38
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,35,412,11.1,459.75,0.8576,22.9
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,36,1047,61.34,473.5,0.9,36.51
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,37,834,622.55,504.4,0.8819,32.59
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,38,796,432.62,29.79,0.8433,31.84
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,39,701,188.99,106.5,0.936,29.88
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,40,788,320.99,17.37,0.6263,31.68
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,41,898,671.12,261.3,0.7209,33.81
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,42,702,153.16,118.4,0.9261,29.9
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,43,453,54.4,180.23,0.904,24.02
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,44,599,28.26,10.4,0.8885,27.62
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,45,793,647.15,73.61,0.8569,31.78
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,46,627,252.51,496.66,0.8474,28.25
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,47,711,449.05,354.55,0.9159,30.09
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,48,942,656.32,408.23,0.8469,34.63
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,49,740,533.69,28.32,0.7294,30.7
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,50,850,655.12,344.4,0.8041,32.9
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,51,527,444.06,398.75,0.8747,25.9
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,52,810,127.33,32.18,0.944,32.11
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,53,330,601.08,152.93,0.9679,20.5
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,54,578,618.25,201.3,0.8931,27.13
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,55,688,379.12,115.36,0.8241,29.6
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,56,309,89.65,7.99,0.8811,19.84
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,57,888,579.21,29.07,0.8553,33.62
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,58,496,82.93,142.05,0.9228,25.13
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,59,461,624.81,157.72,0.8858,24.23
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,60,1203,87.76,275.12,0.4841,39.14
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,61,216,5.5,170.33,0.8983,16.58
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,62,470,685.49,169.64,0.888,24.46
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,63,1322,298.28,491.93,0.547,41.03
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,64,1439,548.33,269.88,0.5423,42.8
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,65,57,347.32,516.37,0.7147,8.52
IXMtest_O01_s6_w11A23978B-BAAD-4287-B1F6-FFBCF45C5E2F.tif,66,75,267.6,1.88,0.7175,9.77
IXMtest_O02_s4_w1814603DA-DD56-44EF-98C5-AFF3B636F986.tif,1,656,339.8,9.24,0.797,28.9
IXMtest_O02_s4_w1814603DA-DD56-44EF-98C5-AFF3B636F986.tif,2,1742,197.44,198.55,0.7073,47.1
IXMtest_O02_s4_w1814603DA-DD56-44EF-98C5-AFF3B636F986.tif,3,1067,545.38,454.03,0.6726,36.86
IXMtest_O02_s4_w1814603DA-DD56-44EF-98C5-AFF3B636F986.tif,4,708,109.47,108.06,0.872,30.02
IXMtest_O02_s4_w1814603DA-DD56-44EF-98C5-AFF3B636F986.tif,5,1078,633.6,203.12,0.7558,37.05
IXMtest_O02_s4_w1814603DA-DD56-44EF-98C5-AFF3B636F986.tif,6,757,70.53,484.08,0.8247,31.05
IXMtest_O02_s4_w1814603DA-DD56-44EF-98C5-AFF3B636F986.tif,7,872,332.99,360.8,0.784,33.32
IXMtest_O02_s4_w1814603DA-DD56-44EF-98C5-AFF3B636F986.tif,8,822,400.57,156.77,0.8524,32.35
IXMtest_O02_s4_w1814603DA-DD56-44EF-98C5-AFF3B636F986.tif,9,709,326.37,132.6,0.8469,30.05
IXMtest_O02_s4_w1814603DA-DD56-44EF-98C5-AFF3B636F986.tif,10,1367,536.1,228.41,0.8871,41.72
IXMtest_O02_s4_w1814603DA-DD56-44EF-98C5-AFF3B636F986.tif,11,825,36.81,78.8,0.8339,32.41
IXMtest_O02_s4_w1814603DA-DD56-44EF-98C5-AFF3B636F986.tif,12,761,332.39,416.11,0.881,31.13
IXMtest_O02_s4_w1814603DA-DD56-44EF-98C5-AFF3B636F986.tif,13,692,377.72,116.37,0.7748,29.68
IXMtest_O02_s4_w1814603DA-DD56-44EF-98C5-AFF3B636F986.tif,14,675,201.64,322.67,0.9348,29.32
IXMtest_O02_s4_w1814603DA-DD56-44EF-98C5-AFF3B636F986.tif,15,1412,295.37,176.56,0.7888,42.4
IXMtest_O02_s4_w1814603DA-DD56-44EF-98C5-AFF3B636F986.tif,16,1078,332.58,59.05,0.9266,37.05
IXMtest_O02_s4_w1814603DA-DD56-44EF-98C5-AFF3B636F986.tif,17,664,386.75,220.43,0.8974,29.08
IXMtest_O02_s4_w1814603DA-DD56-44EF-98C5-AFF3B636F986.tif,18,406,686.15,154.76,0.7984,22.74
IXMtest_O02_s4_w1814603DA-DD56-44EF-98C5-AFF3B636F986.tif,19,1007,100.57,463.0,0.8964,35.81
IXMtest_O02_s4_w1814603DA-DD56-44EF-98C5-AFF3B636F986.tif,20,784,60.51,351.38,0.7583,31.59
IXMtest_O02_s4_w1814603DA-DD56-44EF-98C5-AFF3B636F986.tif,21,933,462.08,212.19,0.8578,34.47
IXMtest_O02_s4_w1814603DA-DD56-44EF-98C5-AFF3B636F986.tif,22,696,631.51,252.66,0.7829,29.77
IXMtest_O02_s4_w1814603DA-DD56-44EF-98C5-AFF3B636F986.tif,23,1031,551.85,167.34,0.7454,36.23
IXMtest_O02_s4_w1814603DA-DD56-44EF-98C5-AFF3B636F986.tif,24,853,183.92,41.3,0.9217,32.96
IXMtest_O02_s4_w1814603DA-DD56-44EF-98C5-AFF3B636F986.tif,25,794,495.66,463.07,0.7634,31.8
IXMtest_O02_s4_w1814603DA-DD56-44EF-98C5-AFF3B636F986.tif,26,976,268.2,321.67,0.8068,35.25
IXMtest_O02_s4_w1814603DA-DD56-44EF-98C5-AFF3B636F986.tif,27,791,290.07,503.37,0.8602,31.74
